Entity,Code,Day,projected_deaths_since_2020_all_ages,deaths_since_2020_all_ages
Chile,CHL,4/11/2021,2009.9,2849
Chile,CHL,4/18/2021,2074.9,2899
Chile,CHL,4/25/2021,2032.4,2664
Chile,CHL,5/2/2021,2107.9,2787
Chile,CHL,5/9/2021,2102.6,2735
Chile,CHL,5/16/2021,2078.9,2767
Chile,CHL,5/23/2021,2160.6,2936
Chile,CHL,5/30/2021,2299.9,3081
Chile,CHL,6/6/2021,2331.4,3018
Chile,CHL,6/13/2021,2434.1,3132
Chile,CHL,6/20/2021,2538.6,3182
Chile,CHL,6/27/2021,2548.9,3196
Chile,CHL,7/4/2021,2564.1,3327
Chile,CHL,7/11/2021,2513.4,3120
Chile,CHL,7/18/2021,2484.1,3043
Chile,CHL,7/25/2021,2548.1,2868
Chile,CHL,8/1/2021,2493.1,2749
Chile,CHL,8/8/2021,2467.4,2640
Chile,CHL,8/15/2021,2401.1,2628
Chile,CHL,8/22/2021,2368.4,2613
Chile,CHL,8/29/2021,2346.4,2362
Chile,CHL,9/5/2021,2278.4,2339
Chile,CHL,9/12/2021,2336.6,2397
Chile,CHL,9/19/2021,2277.6,2389
Chile,CHL,9/26/2021,2337.1,2361
Chile,CHL,10/3/2021,2245.9,2250
Chile,CHL,10/10/2021,2192.6,2327
Chile,CHL,10/17/2021,2128.9,2362
Chile,CHL,10/24/2021,2104.6,2222
Chile,CHL,10/31/2021,2081.4,2405
Chile,CHL,11/7/2021,2065.4,2248
Chile,CHL,11/14/2021,2069.9,2395
Chile,CHL,11/21/2021,2021.4,2362
Chile,CHL,11/28/2021,2065.6,2405
Chile,CHL,12/5/2021,2019.1,2539
Chile,CHL,12/12/2021,1973.6,2383
Chile,CHL,12/19/2021,2013.4,2426
Chile,CHL,12/26/2021,2007.1,2419
Chile,CHL,1/2/2022,1934.9,2422
Chile,CHL,1/9/2022,2090.6,2485
Chile,CHL,1/16/2022,2002.4,2488
Chile,CHL,1/23/2022,2051.9,2419
Chile,CHL,1/30/2022,2068.6,2666
Chile,CHL,2/6/2022,2073.4,2914
Chile,CHL,2/13/2022,1995.1,3036
Chile,CHL,2/20/2022,1991.9,3242
Chile,CHL,2/27/2022,2039.1,3271
Chile,CHL,3/6/2022,1941.1,3102
Chile,CHL,3/13/2022,1947.9,2879
Chile,CHL,3/20/2022,1953.9,2677
Chile,CHL,3/27/2022,1964.6,2558
Chile,CHL,4/3/2022,2000.1,2484
Chile,CHL,4/10/2022,2045.1,2469
Chile,CHL,4/17/2022,2110.1,2255
Chile,CHL,4/24/2022,2067.6,2421
Chile,CHL,5/1/2022,2143.1,2288
Chile,CHL,5/8/2022,2137.9,2443
Chile,CHL,5/15/2022,2114.1,2520
Chile,CHL,5/22/2022,2195.9,2495
Chile,CHL,5/29/2022,2335.1,2468
Chile,CHL,6/5/2022,2366.6,2892
Chile,CHL,6/12/2022,2469.4,2771
Chile,CHL,6/19/2022,2573.9,2879
Chile,CHL,6/26/2022,2584.1,2819
Chile,CHL,7/3/2022,2599.4,2884
Chile,CHL,7/10/2022,2548.6,3009
Chile,CHL,7/17/2022,2519.4,3058
Chile,CHL,7/24/2022,2583.4,3077
Chile,CHL,7/31/2022,2528.4,2676
Chile,CHL,8/7/2022,2502.6,2629
Chile,CHL,8/14/2022,2436.4,2666
Chile,CHL,8/21/2022,2403.6,2734
Chile,CHL,8/28/2022,2381.6,2631
Chile,CHL,9/4/2022,2313.6,2615
Chile,CHL,9/11/2022,2371.9,2520
Chile,CHL,9/18/2022,2312.9,2537
Chile,CHL,9/25/2022,2372.4,2643
Chile,CHL,10/2/2022,2281.1,2402
Chile,CHL,10/9/2022,2227.9,2389
Chile,CHL,10/16/2022,2164.1,2334
Chile,CHL,10/23/2022,2139.9,2341
Chile,CHL,10/30/2022,2116.6,2363
Chile,CHL,11/6/2022,2100.6,2524
Chile,CHL,11/13/2022,2105.1,2445
Chile,CHL,11/20/2022,2056.6,2471
Chile,CHL,11/27/2022,2100.9,2606
Chile,CHL,12/4/2022,2054.4,2321
Chile,CHL,12/11/2022,2008.9,2488
Chile,CHL,12/18/2022,2048.6,2531
Chile,CHL,12/25/2022,2042.4,2333
Chile,CHL,1/1/2023,1970.1,2303
Chile,CHL,1/8/2023,2125.9,2388
Chile,CHL,1/15/2023,2037.6,2237
Chile,CHL,1/22/2023,2087.1,2314
Chile,CHL,1/29/2023,2103.9,2214
Chile,CHL,2/5/2023,2108.6,2247
Chile,CHL,2/12/2023,2030.4,2328
Chile,CHL,2/19/2023,2027.1,2132
Chile,CHL,2/26/2023,2074.4,2134
Chile,CHL,3/5/2023,1976.4,2253
Chile,CHL,3/12/2023,1983.1,2192
Chile,CHL,3/19/2023,1989.1,2219
Chile,CHL,3/26/2023,1999.9,2263
Chile,CHL,4/2/2023,2035.4,2167
Chile,CHL,4/9/2023,2080.4,2153
Chile,CHL,4/16/2023,2145.4,2182
Chile,CHL,4/23/2023,2102.9,2276
Chile,CHL,4/30/2023,2178.4,2325
Chile,CHL,5/7/2023,2173.1,2292
Chile,CHL,5/14/2023,2149.4,2466
Chile,CHL,5/21/2023,2231.1,2488
Chile,CHL,5/28/2023,2370.4,2473
Chile,CHL,6/4/2023,2401.9,2584
Chile,CHL,6/11/2023,2504.6,2495
Chile,CHL,6/18/2023,2609.1,2617
Chile,CHL,6/25/2023,2619.4,2608
Chile,CHL,7/2/2023,2634.6,2444
Chile,CHL,7/9/2023,2583.9,2454
Chile,CHL,7/16/2023,2554.6,2579
Chile,CHL,7/23/2023,2618.6,2505
Chile,CHL,7/30/2023,2563.6,2393
Chile,CHL,8/6/2023,2537.9,2316
Chile,CHL,8/13/2023,2471.6,2387
Chile,CHL,8/20/2023,2438.9,2404
Chile,CHL,8/27/2023,2416.9,2267
Chile,CHL,9/3/2023,2348.9,2445
Chile,CHL,9/10/2023,2407.1,2370
Chile,CHL,9/17/2023,2348.1,2415
Chile,CHL,9/24/2023,2407.6,2467
Chile,CHL,10/1/2023,2316.4,2507
Chile,CHL,10/8/2023,2263.1,2331
Chile,CHL,10/15/2023,2199.4,2375
Chile,CHL,10/22/2023,2175.1,2343
Chile,CHL,10/29/2023,2151.9,2224
Chile,CHL,11/5/2023,2135.9,2362
Chile,CHL,11/12/2023,2140.4,2376
Chile,CHL,11/19/2023,2091.9,2275
Chile,CHL,11/26/2023,2136.1,2372
Chile,CHL,12/3/2023,2089.6,2236
Chile,CHL,12/10/2023,2044.1,2251
Chile,CHL,12/17/2023,2083.9,2121
Chile,CHL,12/24/2023,2077.6,2241
Chile,CHL,12/31/2023,2005.4,2113
Chile,CHL,1/7/2024,,2292
Chile,CHL,1/14/2024,,2249
Chile,CHL,1/21/2024,,2208
Chile,CHL,1/28/2024,,2332
Chile,CHL,2/4/2024,,2488
Chile,CHL,2/11/2024,,2335
Chile,CHL,2/18/2024,,2192
Chile,CHL,2/25/2024,,2120
Chile,CHL,3/3/2024,,2150
Chile,CHL,3/10/2024,,2182
Chile,CHL,3/17/2024,,2214
Chile,CHL,3/24/2024,,2285
Chile,CHL,3/31/2024,,2189
Chile,CHL,4/7/2024,,2189
Chile,CHL,4/14/2024,,2277
Chile,CHL,4/21/2024,,2251
Chile,CHL,4/28/2024,,2275
Colombia,COL,1/5/2020,5103.9,5019
Colombia,COL,1/12/2020,4887.1,5050
Colombia,COL,1/19/2020,4905.1,4937
Colombia,COL,1/26/2020,4771.5,4793
Colombia,COL,2/2/2020,4661.7,4651
Colombia,COL,2/9/2020,4606.3,4760
Colombia,COL,2/16/2020,4558.1,4736
Colombia,COL,2/23/2020,4553.7,4729
Colombia,COL,3/1/2020,4590.9,4565
Colombia,COL,3/8/2020,4631.5,4567
Colombia,COL,3/15/2020,4669.1,4480
Colombia,COL,3/22/2020,4614.5,4529
Colombia,COL,3/29/2020,4629.9,4358
Colombia,COL,4/5/2020,4601.7,4219
Colombia,COL,4/12/2020,4582.1,4276
Colombia,COL,4/19/2020,4583.5,4376
Colombia,COL,4/26/2020,4588.7,4359
Colombia,COL,5/3/2020,4652.7,4304
Colombia,COL,5/10/2020,4690.9,4488
Colombia,COL,5/17/2020,4838.7,4613
Colombia,COL,5/24/2020,4797.3,4727
Colombia,COL,5/31/2020,4805.9,4772
Colombia,COL,6/7/2020,4862.7,5190
Colombia,COL,6/14/2020,4828.5,5385
Colombia,COL,6/21/2020,4872.7,5828
Colombia,COL,6/28/2020,4915.7,6166
Colombia,COL,7/5/2020,4878.9,6291
Colombia,COL,7/12/2020,4862.7,6796
Colombia,COL,7/19/2020,4761.5,7377
Colombia,COL,7/26/2020,4640.7,7767
Colombia,COL,8/2/2020,4678.7,8131
Colombia,COL,8/9/2020,4758.5,7926
Colombia,COL,8/16/2020,4717.3,7693
Colombia,COL,8/23/2020,4651.7,7193
Colombia,COL,8/30/2020,4671.9,6845
Colombia,COL,9/6/2020,4664.7,6613
Colombia,COL,9/13/2020,4629.9,6427
Colombia,COL,9/20/2020,4690.3,6290
Colombia,COL,9/27/2020,4574.1,6200
Colombia,COL,10/4/2020,4624.5,6053
Colombia,COL,10/11/2020,4658.5,6227
Colombia,COL,10/18/2020,4641.9,6226
Colombia,COL,10/25/2020,4562.9,6349
Colombia,COL,11/1/2020,4676.7,6124
Colombia,COL,11/8/2020,4694.5,6301
Colombia,COL,11/15/2020,4702.9,6169
Colombia,COL,11/22/2020,4733.3,6281
Colombia,COL,11/29/2020,4772.5,6313
Colombia,COL,12/6/2020,4907.5,6250
Colombia,COL,12/13/2020,4908.5,6682
Colombia,COL,12/20/2020,4933.3,6724
Colombia,COL,12/27/2020,5095.3,7237
Colombia,COL,1/3/2021,5095.3,7881
Colombia,COL,1/10/2021,5221.1,8054
Colombia,COL,1/17/2021,5004.3,8537
Colombia,COL,1/24/2021,5022.3,8573
Colombia,COL,1/31/2021,4888.7,7753
Colombia,COL,2/7/2021,4778.9,7103
Colombia,COL,2/14/2021,4723.5,6401
Colombia,COL,2/21/2021,4675.3,5969
Colombia,COL,2/28/2021,4670.9,5620
Colombia,COL,3/7/2021,4708.1,5624
Colombia,COL,3/14/2021,4748.7,5368
Colombia,COL,3/21/2021,4786.3,5654
Colombia,COL,3/28/2021,4731.7,6015
Colombia,COL,4/4/2021,4747.1,6557
Colombia,COL,4/11/2021,4718.9,7279
Colombia,COL,4/18/2021,4699.3,8519
Colombia,COL,4/25/2021,4700.7,8872
Colombia,COL,5/2/2021,4705.9,8850
Colombia,COL,5/9/2021,4769.9,8965
Colombia,COL,5/16/2021,4808.1,9061
Colombia,COL,5/23/2021,4955.9,9142
Colombia,COL,5/30/2021,4914.5,9390
Colombia,COL,6/6/2021,4923.1,9874
Colombia,COL,6/13/2021,4979.9,10199
Colombia,COL,6/20/2021,4945.7,10558
Colombia,COL,6/27/2021,4989.9,10606
Colombia,COL,7/4/2021,5032.9,10412
Colombia,COL,7/11/2021,4996.1,9705
Colombia,COL,7/18/2021,4979.9,8895
Colombia,COL,7/25/2021,4878.7,7761
Colombia,COL,8/1/2021,4757.9,7150
Colombia,COL,8/8/2021,4795.9,6385
Colombia,COL,8/15/2021,4875.7,5891
Colombia,COL,8/22/2021,4834.5,5673
Colombia,COL,8/29/2021,4768.9,5383
Colombia,COL,9/5/2021,4789.1,5136
Colombia,COL,9/12/2021,4781.9,5099
Colombia,COL,9/19/2021,4747.1,5028
Colombia,COL,9/26/2021,4807.5,5259
Colombia,COL,10/3/2021,4691.3,5051
Colombia,COL,10/10/2021,4741.7,5180
Colombia,COL,10/17/2021,4775.7,5105
Colombia,COL,10/24/2021,4759.1,5041
Colombia,COL,10/31/2021,4680.1,5080
Colombia,COL,11/7/2021,4793.9,5156
Colombia,COL,11/14/2021,4811.7,5317
Colombia,COL,11/21/2021,4820.1,5316
Colombia,COL,11/28/2021,4850.5,5309
Colombia,COL,12/5/2021,4889.7,5523
Colombia,COL,12/12/2021,5024.7,5635
Colombia,COL,12/19/2021,5025.7,5510
Colombia,COL,12/26/2021,5050.5,5901
Colombia,COL,1/2/2022,5212.5,5959
Colombia,COL,1/9/2022,5338.3,6405
Colombia,COL,1/16/2022,5121.5,7083
Colombia,COL,1/23/2022,5139.5,7901
Colombia,COL,1/30/2022,5005.9,8288
Colombia,COL,2/6/2022,4896.1,7751
Colombia,COL,2/13/2022,4840.7,6910
Colombia,COL,2/20/2022,4792.5,6120
Colombia,COL,2/27/2022,4788.1,5456
Colombia,COL,3/6/2022,4825.3,5195
Colombia,COL,3/13/2022,4865.9,5076
Colombia,COL,3/20/2022,4903.5,4972
Colombia,COL,3/27/2022,4848.9,4972
Colombia,COL,4/3/2022,4864.3,4888
Colombia,COL,4/10/2022,4836.1,4917
Colombia,COL,4/17/2022,4816.5,4784
Colombia,COL,4/24/2022,4817.9,4994
Colombia,COL,5/1/2022,4823.1,4940
Colombia,COL,5/8/2022,4887.1,5180
Colombia,COL,5/15/2022,4925.3,5129
Colombia,COL,5/22/2022,5073.1,5118
Colombia,COL,5/29/2022,5031.7,5167
Colombia,COL,6/5/2022,5040.3,5302
Colombia,COL,6/12/2022,5097.1,5348
Colombia,COL,6/19/2022,5062.9,5394
Colombia,COL,6/26/2022,5107.1,5419
Colombia,COL,7/3/2022,5150.1,5892
Colombia,COL,7/10/2022,5113.3,5960
Colombia,COL,7/17/2022,5097.1,5967
Colombia,COL,7/24/2022,4995.9,5443
Colombia,COL,7/31/2022,4875.1,5473
Colombia,COL,8/7/2022,4913.1,5301
Colombia,COL,8/14/2022,4992.9,5271
Colombia,COL,8/21/2022,4951.7,5065
Colombia,COL,8/28/2022,4886.1,5182
Colombia,COL,9/4/2022,4906.3,5225
Colombia,COL,9/11/2022,4899.1,5147
Colombia,COL,9/18/2022,4864.3,4894
Colombia,COL,9/25/2022,4924.7,4891
Colombia,COL,10/2/2022,4808.5,4871
Colombia,COL,10/9/2022,4858.9,4986
Colombia,COL,10/16/2022,4892.9,5045
Colombia,COL,10/23/2022,4876.3,5115
Colombia,COL,10/30/2022,4797.3,4992
Colombia,COL,11/6/2022,4911.1,5000
Colombia,COL,11/13/2022,4928.9,4948
Colombia,COL,11/20/2022,4937.3,5040
Colombia,COL,11/27/2022,4967.7,5314
Colombia,COL,12/4/2022,5006.9,5233
Colombia,COL,12/11/2022,5141.9,5383
Colombia,COL,12/18/2022,5142.9,5391
Colombia,COL,12/25/2022,5167.7,5561
Colombia,COL,1/1/2023,5329.7,5727
Colombia,COL,1/8/2023,5455.5,5219
Colombia,COL,1/15/2023,5238.7,5238
Colombia,COL,1/22/2023,5256.7,5224
Colombia,COL,1/29/2023,5123.1,5200
Colombia,COL,2/5/2023,5013.3,4953
Colombia,COL,2/12/2023,4957.9,4991
Colombia,COL,2/19/2023,4909.7,4908
Colombia,COL,2/26/2023,4905.3,5011
Colombia,COL,3/5/2023,4942.5,5118
Colombia,COL,3/12/2023,4983.1,4898
Colombia,COL,3/19/2023,5020.7,4990
Colombia,COL,3/26/2023,4966.1,5103
Colombia,COL,4/2/2023,4981.5,5051
Colombia,COL,4/9/2023,4953.3,
Colombia,COL,4/16/2023,4933.7,
Colombia,COL,4/23/2023,4935.1,
Colombia,COL,4/30/2023,4940.3,
Colombia,COL,5/7/2023,5004.3,
Colombia,COL,5/14/2023,5042.5,
Colombia,COL,5/21/2023,5190.3,
Colombia,COL,5/28/2023,5148.9,
Colombia,COL,6/4/2023,5157.5,
Colombia,COL,6/11/2023,5214.3,
Colombia,COL,6/18/2023,5180.1,
Colombia,COL,6/25/2023,5224.3,
Colombia,COL,7/2/2023,5267.3,
Colombia,COL,7/9/2023,5230.5,
Colombia,COL,7/16/2023,5214.3,
Colombia,COL,7/23/2023,5113.1,
Colombia,COL,7/30/2023,4992.3,
Colombia,COL,8/6/2023,5030.3,
Colombia,COL,8/13/2023,5110.1,
Colombia,COL,8/20/2023,5068.9,
Colombia,COL,8/27/2023,5003.3,
Colombia,COL,9/3/2023,5023.5,
Colombia,COL,9/10/2023,5016.3,
Colombia,COL,9/17/2023,4981.5,
Colombia,COL,9/24/2023,5041.9,
Colombia,COL,10/1/2023,4925.7,
Colombia,COL,10/8/2023,4976.1,
Colombia,COL,10/15/2023,5010.1,
Colombia,COL,10/22/2023,4993.5,
Colombia,COL,10/29/2023,4914.5,
Colombia,COL,11/5/2023,5028.3,
Colombia,COL,11/12/2023,5046.1,
Colombia,COL,11/19/2023,5054.5,
Colombia,COL,11/26/2023,5084.9,
Colombia,COL,12/3/2023,5124.1,
Colombia,COL,12/10/2023,5259.1,
Colombia,COL,12/17/2023,5260.1,
Colombia,COL,12/24/2023,5284.9,
Colombia,COL,12/31/2023,5446.9,
Costa Rica,CRI,1/31/2020,2214.3,2160
Costa Rica,CRI,2/29/2020,1877.5,1914
Costa Rica,CRI,3/31/2020,2065.5,2003
Costa Rica,CRI,4/30/2020,2025.7,1881
Costa Rica,CRI,5/31/2020,2098.3,1862
Costa Rica,CRI,6/30/2020,2103.3,1857
Costa Rica,CRI,7/31/2020,2093.9,2059
Costa Rica,CRI,8/31/2020,2114.3,2273
Costa Rica,CRI,9/30/2020,2064.7,2536
Costa Rica,CRI,10/31/2020,2145.5,2467
Costa Rica,CRI,11/30/2020,2146.5,2300
Costa Rica,CRI,12/31/2020,2338.7,2897
Costa Rica,CRI,1/31/2021,2278.2,2678
Costa Rica,CRI,2/28/2021,1941.4,2076
Costa Rica,CRI,3/31/2021,2129.4,2274
Costa Rica,CRI,4/30/2021,2089.6,2315
Costa Rica,CRI,5/31/2021,2162.2,3024
Costa Rica,CRI,6/30/2021,2167.2,2634
Costa Rica,CRI,7/31/2021,2157.8,2487
Costa Rica,CRI,8/31/2021,2178.2,2743
Costa Rica,CRI,9/30/2021,2128.6,3170
Costa Rica,CRI,10/31/2021,2209.4,2960
Costa Rica,CRI,11/30/2021,2210.4,2363
Costa Rica,CRI,12/31/2021,2402.6,2369
Costa Rica,CRI,1/31/2022,2342.1,2498
Costa Rica,CRI,2/28/2022,2005.3,2494
Costa Rica,CRI,3/31/2022,2193.3,2411
Costa Rica,CRI,4/30/2022,2153.5,2135
Costa Rica,CRI,5/31/2022,2226.1,2493
Costa Rica,CRI,6/30/2022,2231.1,2477
Costa Rica,CRI,7/31/2022,2221.7,2571
Costa Rica,CRI,8/31/2022,2242.1,2393
Costa Rica,CRI,9/30/2022,2192.5,2337
Costa Rica,CRI,10/31/2022,2273.3,2297
Costa Rica,CRI,11/30/2022,2274.3,2295
Costa Rica,CRI,12/31/2022,2466.5,2530
Costa Rica,CRI,1/31/2023,2406,
Costa Rica,CRI,2/28/2023,2069.2,
Costa Rica,CRI,3/31/2023,2257.2,
Costa Rica,CRI,4/30/2023,2217.4,
Costa Rica,CRI,5/31/2023,2290,
Costa Rica,CRI,6/30/2023,2295,
Costa Rica,CRI,7/31/2023,2285.6,
Costa Rica,CRI,8/31/2023,2306,
Costa Rica,CRI,9/30/2023,2256.4,
Costa Rica,CRI,10/31/2023,2337.2,
Costa Rica,CRI,11/30/2023,2338.2,
Costa Rica,CRI,12/31/2023,2530.4,
Croatia,HRV,1/5/2020,1186.7,1033
Croatia,HRV,1/12/2020,1237.3,1056
Croatia,HRV,1/19/2020,1232.1,1016
Croatia,HRV,1/26/2020,1212.9,1134
Croatia,HRV,2/2/2020,1173.9,1094
Croatia,HRV,2/9/2020,1139.1,1059
Croatia,HRV,2/16/2020,1118.1,1091
Croatia,HRV,2/23/2020,1094.9,1045
Croatia,HRV,3/1/2020,1096.1,1021
Croatia,HRV,3/8/2020,1107.1,1056
Croatia,HRV,3/15/2020,1070.9,1082
Croatia,HRV,3/22/2020,1042.9,1094
Croatia,HRV,3/29/2020,1016.5,1122
Croatia,HRV,4/5/2020,1025.3,1012
Croatia,HRV,4/12/2020,974.7,1001
Croatia,HRV,4/19/2020,941.7,978
Croatia,HRV,4/26/2020,992.3,868
Croatia,HRV,5/3/2020,948.5,909
Croatia,HRV,5/10/2020,927.1,880
Croatia,HRV,5/17/2020,920.1,908
Croatia,HRV,5/24/2020,924.1,904
Croatia,HRV,5/31/2020,907.9,848
Croatia,HRV,6/7/2020,928.5,972
Croatia,HRV,6/14/2020,919.7,979
Croatia,HRV,6/21/2020,900.5,889
Croatia,HRV,6/28/2020,891.5,927
Croatia,HRV,7/5/2020,930.5,970
Croatia,HRV,7/12/2020,928.3,919
Croatia,HRV,7/19/2020,934.1,888
Croatia,HRV,7/26/2020,966.1,974
Croatia,HRV,8/2/2020,940.3,1059
Croatia,HRV,8/9/2020,936.5,956
Croatia,HRV,8/16/2020,916.1,926
Croatia,HRV,8/23/2020,883.1,921
Croatia,HRV,8/30/2020,893.9,972
Croatia,HRV,9/6/2020,865.3,931
Croatia,HRV,9/13/2020,878.1,1000
Croatia,HRV,9/20/2020,909.3,975
Croatia,HRV,9/27/2020,923.9,963
Croatia,HRV,10/4/2020,940.1,1065
Croatia,HRV,10/11/2020,952.7,970
Croatia,HRV,10/18/2020,924.7,1096
Croatia,HRV,10/25/2020,935.9,1136
Croatia,HRV,11/1/2020,941.7,1156
Croatia,HRV,11/8/2020,954.5,1287
Croatia,HRV,11/15/2020,959.9,1361
Croatia,HRV,11/22/2020,935.1,1489
Croatia,HRV,11/29/2020,953.7,1484
Croatia,HRV,12/6/2020,990.5,1713
Croatia,HRV,12/13/2020,1024.7,1761
Croatia,HRV,12/20/2020,1027.1,1785
Croatia,HRV,12/27/2020,1084.3,1681
Croatia,HRV,1/3/2021,1084.3,1525
Croatia,HRV,1/10/2021,1179.7,1342
Croatia,HRV,1/17/2021,1230.3,1358
Croatia,HRV,1/24/2021,1225.1,1307
Croatia,HRV,1/31/2021,1205.9,1244
Croatia,HRV,2/7/2021,1166.9,1204
Croatia,HRV,2/14/2021,1132.1,1161
Croatia,HRV,2/21/2021,1111.1,1121
Croatia,HRV,2/28/2021,1087.9,1096
Croatia,HRV,3/7/2021,1089.1,1034
Croatia,HRV,3/14/2021,1100.1,1080
Croatia,HRV,3/21/2021,1063.9,1021
Croatia,HRV,3/28/2021,1035.9,1142
Croatia,HRV,4/4/2021,1009.5,1231
Croatia,HRV,4/11/2021,1018.3,1283
Croatia,HRV,4/18/2021,967.7,1289
Croatia,HRV,4/25/2021,934.7,1318
Croatia,HRV,5/2/2021,985.3,1341
Croatia,HRV,5/9/2021,941.5,1252
Croatia,HRV,5/16/2021,920.1,1255
Croatia,HRV,5/23/2021,913.1,1106
Croatia,HRV,5/30/2021,917.1,1047
Croatia,HRV,6/6/2021,900.9,1143
Croatia,HRV,6/13/2021,921.5,1061
Croatia,HRV,6/20/2021,912.7,1030
Croatia,HRV,6/27/2021,893.5,1116
Croatia,HRV,7/4/2021,884.5,982
Croatia,HRV,7/11/2021,923.5,1002
Croatia,HRV,7/18/2021,921.3,991
Croatia,HRV,7/25/2021,927.1,909
Croatia,HRV,8/1/2021,959.1,1069
Croatia,HRV,8/8/2021,933.3,957
Croatia,HRV,8/15/2021,929.5,1063
Croatia,HRV,8/22/2021,909.1,996
Croatia,HRV,8/29/2021,876.1,963
Croatia,HRV,9/5/2021,886.9,1043
Croatia,HRV,9/12/2021,858.3,1092
Croatia,HRV,9/19/2021,871.1,1111
Croatia,HRV,9/26/2021,902.3,1080
Croatia,HRV,10/3/2021,916.9,1106
Croatia,HRV,10/10/2021,933.1,1099
Croatia,HRV,10/17/2021,945.7,1130
Croatia,HRV,10/24/2021,917.7,1218
Croatia,HRV,10/31/2021,928.9,1325
Croatia,HRV,11/7/2021,934.7,1404
Croatia,HRV,11/14/2021,947.5,1535
Croatia,HRV,11/21/2021,952.9,1563
Croatia,HRV,11/28/2021,928.1,1716
Croatia,HRV,12/5/2021,946.7,1636
Croatia,HRV,12/12/2021,983.5,1568
Croatia,HRV,12/19/2021,1017.7,1536
Croatia,HRV,12/26/2021,1020.1,1488
Croatia,HRV,1/2/2022,1077.3,1478
Croatia,HRV,1/9/2022,1172.6,1415
Croatia,HRV,1/16/2022,1223.2,1405
Croatia,HRV,1/23/2022,1218,1454
Croatia,HRV,1/30/2022,1198.8,1558
Croatia,HRV,2/6/2022,1159.8,1613
Croatia,HRV,2/13/2022,1125,1415
Croatia,HRV,2/20/2022,1104,1422
Croatia,HRV,2/27/2022,1080.8,1235
Croatia,HRV,3/6/2022,1082,1218
Croatia,HRV,3/13/2022,1093,1137
Croatia,HRV,3/20/2022,1056.8,1178
Croatia,HRV,3/27/2022,1028.8,1089
Croatia,HRV,4/3/2022,1002.4,1096
Croatia,HRV,4/10/2022,1011.2,1079
Croatia,HRV,4/17/2022,960.6,1085
Croatia,HRV,4/24/2022,927.6,1039
Croatia,HRV,5/1/2022,978.2,997
Croatia,HRV,5/8/2022,934.4,1032
Croatia,HRV,5/15/2022,913,1017
Croatia,HRV,5/22/2022,906,869
Croatia,HRV,5/29/2022,910,901
Croatia,HRV,6/5/2022,893.8,928
Croatia,HRV,6/12/2022,914.4,953
Croatia,HRV,6/19/2022,905.6,872
Croatia,HRV,6/26/2022,886.4,993
Croatia,HRV,7/3/2022,877.4,1016
Croatia,HRV,7/10/2022,916.4,1048
Croatia,HRV,7/17/2022,914.2,950
Croatia,HRV,7/24/2022,920,1108
Croatia,HRV,7/31/2022,952,1113
Croatia,HRV,8/7/2022,926.2,1098
Croatia,HRV,8/14/2022,922.4,990
Croatia,HRV,8/21/2022,902,962
Croatia,HRV,8/28/2022,869,1032
Croatia,HRV,9/4/2022,879.8,960
Croatia,HRV,9/11/2022,851.2,971
Croatia,HRV,9/18/2022,864,911
Croatia,HRV,9/25/2022,895.2,918
Croatia,HRV,10/2/2022,909.8,1076
Croatia,HRV,10/9/2022,926,1024
Croatia,HRV,10/16/2022,938.6,998
Croatia,HRV,10/23/2022,910.6,983
Croatia,HRV,10/30/2022,921.8,992
Croatia,HRV,11/6/2022,927.6,970
Croatia,HRV,11/13/2022,940.4,1017
Croatia,HRV,11/20/2022,945.8,977
Croatia,HRV,11/27/2022,921,1040
Croatia,HRV,12/4/2022,939.6,1037
Croatia,HRV,12/11/2022,976.4,1085
Croatia,HRV,12/18/2022,1010.6,1131
Croatia,HRV,12/25/2022,1013,1250
Croatia,HRV,1/1/2023,1070.2,1284
Croatia,HRV,1/8/2023,1165.6,1270
Croatia,HRV,1/15/2023,1216.2,1158
Croatia,HRV,1/22/2023,1211,1128
Croatia,HRV,1/29/2023,1191.8,1115
Croatia,HRV,2/5/2023,1152.8,1132
Croatia,HRV,2/12/2023,1118,1082
Croatia,HRV,2/19/2023,1097,1116
Croatia,HRV,2/26/2023,1073.8,1091
Croatia,HRV,3/5/2023,1075,984
Croatia,HRV,3/12/2023,1086,966
Croatia,HRV,3/19/2023,1049.8,945
Croatia,HRV,3/26/2023,1021.8,975
Croatia,HRV,4/2/2023,995.4,924
Croatia,HRV,4/9/2023,1004.2,974
Croatia,HRV,4/16/2023,953.6,982
Croatia,HRV,4/23/2023,920.6,988
Croatia,HRV,4/30/2023,971.2,951
Croatia,HRV,5/7/2023,927.4,955
Croatia,HRV,5/14/2023,906,898
Croatia,HRV,5/21/2023,899,906
Croatia,HRV,5/28/2023,903,934
Croatia,HRV,6/4/2023,886.8,906
Croatia,HRV,6/11/2023,907.4,901
Croatia,HRV,6/18/2023,898.6,824
Croatia,HRV,6/25/2023,879.4,976
Croatia,HRV,7/2/2023,870.4,900
Croatia,HRV,7/9/2023,909.4,878
Croatia,HRV,7/16/2023,907.2,930
Croatia,HRV,7/23/2023,913,986
Croatia,HRV,7/30/2023,945,923
Croatia,HRV,8/6/2023,919.2,944
Croatia,HRV,8/13/2023,915.4,827
Croatia,HRV,8/20/2023,895,1004
Croatia,HRV,8/27/2023,862,972
Croatia,HRV,9/3/2023,872.8,905
Croatia,HRV,9/10/2023,844.2,926
Croatia,HRV,9/17/2023,857,864
