Entity,Code,Day,projected_deaths_since_2020_all_ages,deaths_since_2020_all_ages
Poland,POL,5/10/2020,7582.5,7581
Poland,POL,5/17/2020,7464.3,7558
Poland,POL,5/24/2020,7562.3,7546
Poland,POL,5/31/2020,7535.7,7632
Poland,POL,6/7/2020,7503.9,7808
Poland,POL,6/14/2020,7491.5,7740
Poland,POL,6/21/2020,7458.5,7395
Poland,POL,6/28/2020,7301.7,7375
Poland,POL,7/5/2020,7315.1,7657
Poland,POL,7/12/2020,7295.1,7309
Poland,POL,7/19/2020,7362.5,7505
Poland,POL,7/26/2020,7620.1,7569
Poland,POL,8/2/2020,7506.5,7787
Poland,POL,8/9/2020,7469.5,7952
Poland,POL,8/16/2020,7305.5,8071
Poland,POL,8/23/2020,7147.3,7947
Poland,POL,8/30/2020,7431.7,7443
Poland,POL,9/6/2020,7302.7,7557
Poland,POL,9/13/2020,7239.7,7704
Poland,POL,9/20/2020,7500.7,8231
Poland,POL,9/27/2020,7713.5,8219
Poland,POL,10/4/2020,7915.9,8413
Poland,POL,10/11/2020,7866.5,9187
Poland,POL,10/18/2020,7994.1,10231
Poland,POL,10/25/2020,7896.7,12364
Poland,POL,11/1/2020,7895.3,14743
Poland,POL,11/8/2020,7793.9,16244
Poland,POL,11/15/2020,7838.1,15633
Poland,POL,11/22/2020,7930.9,14828
Poland,POL,11/29/2020,7965.1,13627
Poland,POL,12/6/2020,8173.3,12982
Poland,POL,12/13/2020,8138.7,12018
Poland,POL,12/20/2020,8317.3,11679
Poland,POL,12/27/2020,8577.9,12128
Poland,POL,1/3/2021,8577.9,11775
Poland,POL,1/10/2021,8900,11478
Poland,POL,1/17/2021,8909,10974
Poland,POL,1/24/2021,8935.8,11022
Poland,POL,1/31/2021,9011,10397
Poland,POL,2/7/2021,9268,9880
Poland,POL,2/14/2021,9216.4,9927
Poland,POL,2/21/2021,9274.6,10117
Poland,POL,2/28/2021,9186.2,9894
Poland,POL,3/7/2021,9184.8,10155
Poland,POL,3/14/2021,9025.8,10835
Poland,POL,3/21/2021,8804,11565
Poland,POL,3/28/2021,8671.8,12605
Poland,POL,4/4/2021,8542,13833
Poland,POL,4/11/2021,8353,13797
Poland,POL,4/18/2021,8200.4,12791
Poland,POL,4/25/2021,8003.2,11996
Poland,POL,5/2/2021,8013.6,11074
Poland,POL,5/9/2021,7821.4,10084
Poland,POL,5/16/2021,7681.6,9678
Poland,POL,5/23/2021,7563.4,8679
Poland,POL,5/30/2021,7661.4,8233
Poland,POL,6/6/2021,7634.8,8157
Poland,POL,6/13/2021,7603,8137
Poland,POL,6/20/2021,7590.6,8347
Poland,POL,6/27/2021,7557.6,8359
Poland,POL,7/4/2021,7400.8,7543
Poland,POL,7/11/2021,7414.2,7657
Poland,POL,7/18/2021,7394.2,7883
Poland,POL,7/25/2021,7461.6,7352
Poland,POL,8/1/2021,7719.2,7825
Poland,POL,8/8/2021,7605.6,7392
Poland,POL,8/15/2021,7568.6,7579
Poland,POL,8/22/2021,7404.6,7410
Poland,POL,8/29/2021,7246.4,7404
Poland,POL,9/5/2021,7530.8,7405
Poland,POL,9/12/2021,7401.8,8078
Poland,POL,9/19/2021,7338.8,7830
Poland,POL,9/26/2021,7599.8,8087
Poland,POL,10/3/2021,7812.6,8144
Poland,POL,10/10/2021,8015,8478
Poland,POL,10/17/2021,7965.6,8540
Poland,POL,10/24/2021,8093.2,8856
Poland,POL,10/31/2021,7995.8,9490
Poland,POL,11/7/2021,7994.4,9921
Poland,POL,11/14/2021,7893,10771
Poland,POL,11/21/2021,7937.2,12040
Poland,POL,11/28/2021,8030,12725
Poland,POL,12/5/2021,8064.2,13386
Poland,POL,12/12/2021,8272.4,13785
Poland,POL,12/19/2021,8237.8,13831
Poland,POL,12/26/2021,8416.4,13733
Poland,POL,1/2/2022,8677,13541
Poland,POL,1/9/2022,8999.1,12003
Poland,POL,1/16/2022,9008.1,10782
Poland,POL,1/23/2022,9034.9,10000
Poland,POL,1/30/2022,9110.1,10158
Poland,POL,2/6/2022,9367.1,10554
Poland,POL,2/13/2022,9315.5,10689
Poland,POL,2/20/2022,9373.7,10399
Poland,POL,2/27/2022,9285.3,9820
Poland,POL,3/6/2022,9283.9,9213
Poland,POL,3/13/2022,9124.9,9161
Poland,POL,3/20/2022,8903.1,8780
Poland,POL,3/27/2022,8770.9,8884
Poland,POL,4/3/2022,8641.1,8898
Poland,POL,4/10/2022,8452.1,8576
Poland,POL,4/17/2022,8299.5,8433
Poland,POL,4/24/2022,8102.3,8732
Poland,POL,5/1/2022,8112.7,8289
Poland,POL,5/8/2022,7920.5,8208
Poland,POL,5/15/2022,7780.7,7901
Poland,POL,5/22/2022,7662.5,7584
Poland,POL,5/29/2022,7760.5,7472
Poland,POL,6/5/2022,7733.9,7584
Poland,POL,6/12/2022,7702.1,7740
Poland,POL,6/19/2022,7689.7,7464
Poland,POL,6/26/2022,7656.7,7765
Poland,POL,7/3/2022,7499.9,8205
Poland,POL,7/10/2022,7513.3,7067
Poland,POL,7/17/2022,7493.3,7231
Poland,POL,7/24/2022,7560.7,7990
Poland,POL,7/31/2022,7818.3,7650
Poland,POL,8/7/2022,7704.7,7781
Poland,POL,8/14/2022,7667.7,7726
Poland,POL,8/21/2022,7503.7,8457
Poland,POL,8/28/2022,7345.5,7731
Poland,POL,9/4/2022,7629.9,7318
Poland,POL,9/11/2022,7500.9,7735
Poland,POL,9/18/2022,7437.9,8082
Poland,POL,9/25/2022,7698.9,8295
Poland,POL,10/2/2022,7911.7,8851
Poland,POL,10/9/2022,8114.1,8502
Poland,POL,10/16/2022,8064.7,8565
Poland,POL,10/23/2022,8192.3,8264
Poland,POL,10/30/2022,8094.9,8060
Poland,POL,11/6/2022,8093.5,7652
Poland,POL,11/13/2022,7992.1,7626
Poland,POL,11/20/2022,8036.3,7835
Poland,POL,11/27/2022,8129.1,8078
Poland,POL,12/4/2022,8163.3,8136
Poland,POL,12/11/2022,8371.5,8633
Poland,POL,12/18/2022,8336.9,9315
Poland,POL,12/25/2022,8515.5,10183
Poland,POL,1/1/2023,8776.1,10996
Poland,POL,1/8/2023,9098.2,10395
Poland,POL,1/15/2023,9107.2,9537
Poland,POL,1/22/2023,9134,8618
Poland,POL,1/29/2023,9209.2,8287
Poland,POL,2/5/2023,9466.2,8263
Poland,POL,2/12/2023,9414.6,8259
Poland,POL,2/19/2023,9472.8,8105
Poland,POL,2/26/2023,9384.4,8234
Poland,POL,3/5/2023,9383,8266
Poland,POL,3/12/2023,9224,8390
Poland,POL,3/19/2023,9002.2,8339
Poland,POL,3/26/2023,8870,8204
Poland,POL,4/2/2023,8740.2,7966
Poland,POL,4/9/2023,8551.2,7786
Poland,POL,4/16/2023,8398.6,7695
Poland,POL,4/23/2023,8201.4,7741
Poland,POL,4/30/2023,8211.8,7618
Poland,POL,5/7/2023,8019.6,7477
Poland,POL,5/14/2023,7879.8,7368
Poland,POL,5/21/2023,7761.6,7441
Poland,POL,5/28/2023,7859.6,7484
Poland,POL,6/4/2023,7833,7275
Poland,POL,6/11/2023,7801.2,7568
Poland,POL,6/18/2023,7788.8,7108
Poland,POL,6/25/2023,7755.8,7453
Poland,POL,7/2/2023,7599,6952
Poland,POL,7/9/2023,7612.4,6817
Poland,POL,7/16/2023,7592.4,7281
Poland,POL,7/23/2023,7659.8,6814
Poland,POL,7/30/2023,7917.4,7198
Poland,POL,8/6/2023,7803.8,6917
Poland,POL,8/13/2023,7766.8,6805
Poland,POL,8/20/2023,7602.8,7778
Poland,POL,8/27/2023,7444.6,7274
Poland,POL,9/3/2023,7729,6693
Poland,POL,9/10/2023,7600,7084
Poland,POL,9/17/2023,7537,7075
Poland,POL,9/24/2023,7798,7182
Poland,POL,10/1/2023,8010.8,7196
Poland,POL,10/8/2023,8213.2,7353
Poland,POL,10/15/2023,8163.8,7731
Poland,POL,10/22/2023,8291.4,7880
Poland,POL,10/29/2023,8194,7979
Poland,POL,11/5/2023,8192.6,8073
Poland,POL,11/12/2023,8091.2,7958
Poland,POL,11/19/2023,8135.4,7956
Poland,POL,11/26/2023,8228.2,8445
Poland,POL,12/3/2023,8262.4,8763
Poland,POL,12/10/2023,8470.6,8854
Poland,POL,12/17/2023,8436,8934
Poland,POL,12/24/2023,8614.6,9117
Poland,POL,12/31/2023,8875.2,8907
Poland,POL,1/7/2024,,8743
Poland,POL,1/14/2024,,8881
Poland,POL,1/21/2024,,8672
Poland,POL,1/28/2024,,8752
Poland,POL,2/4/2024,,8603
Poland,POL,2/11/2024,,8638
Poland,POL,2/18/2024,,8296
Poland,POL,2/25/2024,,8024
Poland,POL,3/3/2024,,7901
Poland,POL,3/10/2024,,7503
Poland,POL,3/17/2024,,7482
Poland,POL,3/24/2024,,7308
Poland,POL,3/31/2024,,7145
Portugal,PRT,1/5/2020,2846,2510
Portugal,PRT,1/12/2020,2859.6,2665
Portugal,PRT,1/19/2020,2910.2,2772
Portugal,PRT,1/26/2020,2877.4,2671
Portugal,PRT,2/2/2020,2738.4,2691
Portugal,PRT,2/9/2020,2698.6,2490
Portugal,PRT,2/16/2020,2695,2288
Portugal,PRT,2/23/2020,2559.6,2360
Portugal,PRT,3/1/2020,2514.8,2309
Portugal,PRT,3/8/2020,2390,2182
Portugal,PRT,3/15/2020,2328,2362
Portugal,PRT,3/22/2020,2264,2440
Portugal,PRT,3/29/2020,2212.2,2544
Portugal,PRT,4/5/2020,2236.8,2654
Portugal,PRT,4/12/2020,2159.6,2609
Portugal,PRT,4/19/2020,2060.4,2390
Portugal,PRT,4/26/2020,2040.4,2311
Portugal,PRT,5/3/2020,2027,2174
Portugal,PRT,5/10/2020,1970.4,2172
Portugal,PRT,5/17/2020,2008.8,2057
Portugal,PRT,5/24/2020,1968.6,2071
Portugal,PRT,5/31/2020,1967.4,2335
Portugal,PRT,6/7/2020,1931,2023
Portugal,PRT,6/14/2020,1925.2,1871
Portugal,PRT,6/21/2020,2035.6,1942
Portugal,PRT,6/28/2020,1903.4,2121
Portugal,PRT,7/5/2020,1862.2,2061
Portugal,PRT,7/12/2020,1894.4,2236
Portugal,PRT,7/19/2020,1886.6,2651
Portugal,PRT,7/26/2020,1905.4,2440
Portugal,PRT,8/2/2020,1953.2,2217
Portugal,PRT,8/9/2020,1987.2,2090
Portugal,PRT,8/16/2020,1872.8,1941
Portugal,PRT,8/23/2020,1963.4,2014
Portugal,PRT,8/30/2020,1842,2078
Portugal,PRT,9/6/2020,1895.6,2061
Portugal,PRT,9/13/2020,1838.2,2239
Portugal,PRT,9/20/2020,1870.2,2127
Portugal,PRT,9/27/2020,1912.2,1891
Portugal,PRT,10/4/2020,1960.4,2142
Portugal,PRT,10/11/2020,1920.2,2157
Portugal,PRT,10/18/2020,1989.8,2216
Portugal,PRT,10/25/2020,2034,2228
Portugal,PRT,11/1/2020,2035,2474
Portugal,PRT,11/8/2020,2079.8,2562
Portugal,PRT,11/15/2020,2128.2,2738
Portugal,PRT,11/22/2020,2167.8,2708
Portugal,PRT,11/29/2020,2250.4,2701
Portugal,PRT,12/6/2020,2290.4,2853
Portugal,PRT,12/13/2020,2332,3031
Portugal,PRT,12/20/2020,2448.2,2923
Portugal,PRT,12/27/2020,2597.4,2801
Portugal,PRT,1/3/2021,2597.4,3162
Portugal,PRT,1/10/2021,2863.2,3836
Portugal,PRT,1/17/2021,2876.8,4618
Portugal,PRT,1/24/2021,2927.4,5044
Portugal,PRT,1/31/2021,2894.6,4818
Portugal,PRT,2/7/2021,2755.6,3973
Portugal,PRT,2/14/2021,2715.8,3394
Portugal,PRT,2/21/2021,2712.2,2862
Portugal,PRT,2/28/2021,2576.8,2535
Portugal,PRT,3/7/2021,2532,2354
Portugal,PRT,3/14/2021,2407.2,2138
Portugal,PRT,3/21/2021,2345.2,2115
Portugal,PRT,3/28/2021,2281.2,2057
Portugal,PRT,4/4/2021,2229.4,2133
Portugal,PRT,4/11/2021,2254,1996
Portugal,PRT,4/18/2021,2176.8,1966
Portugal,PRT,4/25/2021,2077.6,1916
Portugal,PRT,5/2/2021,2057.6,1893
Portugal,PRT,5/9/2021,2044.2,2046
Portugal,PRT,5/16/2021,1987.6,1912
Portugal,PRT,5/23/2021,2026,1838
Portugal,PRT,5/30/2021,1985.8,1996
Portugal,PRT,6/6/2021,1984.6,1884
Portugal,PRT,6/13/2021,1948.2,1947
Portugal,PRT,6/20/2021,1942.4,1987
Portugal,PRT,6/27/2021,2052.8,1854
Portugal,PRT,7/4/2021,1920.6,1954
Portugal,PRT,7/11/2021,1879.4,1953
Portugal,PRT,7/18/2021,1911.6,2058
Portugal,PRT,7/25/2021,1903.8,1960
Portugal,PRT,8/1/2021,1922.6,1979
Portugal,PRT,8/8/2021,1970.4,2066
Portugal,PRT,8/15/2021,2004.4,2089
Portugal,PRT,8/22/2021,1890,2129
Portugal,PRT,8/29/2021,1980.6,2095
Portugal,PRT,9/5/2021,1859.2,2083
Portugal,PRT,9/12/2021,1912.8,1994
Portugal,PRT,9/19/2021,1855.4,1923
Portugal,PRT,9/26/2021,1887.4,2034
Portugal,PRT,10/3/2021,1929.4,2016
Portugal,PRT,10/10/2021,1977.6,2130
Portugal,PRT,10/17/2021,1937.4,2140
Portugal,PRT,10/24/2021,2007,2051
Portugal,PRT,10/31/2021,2051.2,2187
Portugal,PRT,11/7/2021,2052.2,2135
Portugal,PRT,11/14/2021,2097,2425
Portugal,PRT,11/21/2021,2145.4,2470
Portugal,PRT,11/28/2021,2185,2568
Portugal,PRT,12/5/2021,2267.6,2741
Portugal,PRT,12/12/2021,2307.6,2628
Portugal,PRT,12/19/2021,2349.2,2504
Portugal,PRT,12/26/2021,2465.4,2596
Portugal,PRT,1/2/2022,2614.6,2539
Portugal,PRT,1/9/2022,2880.4,2469
Portugal,PRT,1/16/2022,2894,2555
Portugal,PRT,1/23/2022,2944.6,2795
Portugal,PRT,1/30/2022,2911.8,2791
Portugal,PRT,2/6/2022,2772.8,2876
Portugal,PRT,2/13/2022,2733,2702
Portugal,PRT,2/20/2022,2729.4,2705
Portugal,PRT,2/27/2022,2594,2474
Portugal,PRT,3/6/2022,2549.2,2400
Portugal,PRT,3/13/2022,2424.4,2446
Portugal,PRT,3/20/2022,2362.4,2424
Portugal,PRT,3/27/2022,2298.4,2467
Portugal,PRT,4/3/2022,2246.6,2470
Portugal,PRT,4/10/2022,2271.2,2416
Portugal,PRT,4/17/2022,2194,2439
Portugal,PRT,4/24/2022,2094.8,2309
Portugal,PRT,5/1/2022,2074.8,2289
Portugal,PRT,5/8/2022,2061.4,2219
Portugal,PRT,5/15/2022,2004.8,2454
Portugal,PRT,5/22/2022,2043.2,2354
Portugal,PRT,5/29/2022,2003,2341
Portugal,PRT,6/5/2022,2001.8,2390
Portugal,PRT,6/12/2022,1965.4,2502
Portugal,PRT,6/19/2022,1959.6,2679
Portugal,PRT,6/26/2022,2070,2174
Portugal,PRT,7/3/2022,1937.8,2148
Portugal,PRT,7/10/2022,1896.6,2354
Portugal,PRT,7/17/2022,1928.8,2744
Portugal,PRT,7/24/2022,1921,2361
Portugal,PRT,7/31/2022,1939.8,2310
Portugal,PRT,8/7/2022,1987.6,2196
Portugal,PRT,8/14/2022,2021.6,2100
Portugal,PRT,8/21/2022,1907.2,2066
Portugal,PRT,8/28/2022,1997.8,2050
Portugal,PRT,9/4/2022,1876.4,2054
Portugal,PRT,9/11/2022,1930,2048
Portugal,PRT,9/18/2022,1872.6,2091
Portugal,PRT,9/25/2022,1904.6,2120
Portugal,PRT,10/2/2022,1946.6,1921
Portugal,PRT,10/9/2022,1994.8,2138
Portugal,PRT,10/16/2022,1954.6,2144
Portugal,PRT,10/23/2022,2024.2,2106
Portugal,PRT,10/30/2022,2068.4,2196
Portugal,PRT,11/6/2022,2069.4,2236
Portugal,PRT,11/13/2022,2114.2,2336
Portugal,PRT,11/20/2022,2162.6,2353
Portugal,PRT,11/27/2022,2202.2,2513
Portugal,PRT,12/4/2022,2284.8,2663
Portugal,PRT,12/11/2022,2324.8,2836
Portugal,PRT,12/18/2022,2366.4,2922
Portugal,PRT,12/25/2022,2482.6,2729
Portugal,PRT,1/1/2023,2631.8,2712
Portugal,PRT,1/8/2023,2897.6,2748
Portugal,PRT,1/15/2023,2911.2,2608
Portugal,PRT,1/22/2023,2961.8,2711
Portugal,PRT,1/29/2023,2929,2639
Portugal,PRT,2/5/2023,2790,2843
Portugal,PRT,2/12/2023,2750.2,2863
Portugal,PRT,2/19/2023,2746.6,2702
Portugal,PRT,2/26/2023,2611.2,2536
Portugal,PRT,3/5/2023,2566.4,2580
Portugal,PRT,3/12/2023,2441.6,2553
Portugal,PRT,3/19/2023,2379.6,2349
Portugal,PRT,3/26/2023,2315.6,2219
Portugal,PRT,4/2/2023,2263.8,2227
Portugal,PRT,4/9/2023,2288.4,2149
Portugal,PRT,4/16/2023,2211.2,2083
Portugal,PRT,4/23/2023,2112,2151
Portugal,PRT,4/30/2023,2092,2231
Portugal,PRT,5/7/2023,2078.6,2138
Portugal,PRT,5/14/2023,2022,1944
Portugal,PRT,5/21/2023,2060.4,2102
Portugal,PRT,5/28/2023,2020.2,2118
Portugal,PRT,6/4/2023,2019,2103
Portugal,PRT,6/11/2023,1982.6,2104
Portugal,PRT,6/18/2023,1976.8,2024
Portugal,PRT,6/25/2023,2087.2,2079
Portugal,PRT,7/2/2023,1955,2018
Portugal,PRT,7/9/2023,1913.8,1942
Portugal,PRT,7/16/2023,1946,1988
Portugal,PRT,7/23/2023,1938.2,1965
Portugal,PRT,7/30/2023,1957,1978
Portugal,PRT,8/6/2023,2004.8,2075
Portugal,PRT,8/13/2023,2038.8,2222
Portugal,PRT,8/20/2023,1924.4,2088
Portugal,PRT,8/27/2023,2015,2311
Portugal,PRT,9/3/2023,1893.6,2065
Portugal,PRT,9/10/2023,1947.2,2071
Portugal,PRT,9/17/2023,1889.8,2063
Portugal,PRT,9/24/2023,1921.8,2062
Portugal,PRT,10/1/2023,1963.8,2113
Portugal,PRT,10/8/2023,2012,2092
Portugal,PRT,10/15/2023,1971.8,2105
Portugal,PRT,10/22/2023,2041.4,2041
Portugal,PRT,10/29/2023,2085.6,2126
Portugal,PRT,11/5/2023,2086.6,2128
Portugal,PRT,11/12/2023,2131.4,2320
Portugal,PRT,11/19/2023,2179.8,2197
Portugal,PRT,11/26/2023,2219.4,2184
Portugal,PRT,12/3/2023,2302,2322
Portugal,PRT,12/10/2023,2342,2507
Portugal,PRT,12/17/2023,2383.6,2546
Portugal,PRT,12/24/2023,2499.8,2743
Portugal,PRT,12/31/2023,2649,3395
Portugal,PRT,1/7/2024,,3553
Portugal,PRT,1/14/2024,,3262
Portugal,PRT,1/21/2024,,2997
Portugal,PRT,1/28/2024,,2611
Portugal,PRT,2/4/2024,,2399
Portugal,PRT,2/11/2024,,2341
Portugal,PRT,2/18/2024,,2043
Portugal,PRT,2/25/2024,,2187
Portugal,PRT,3/3/2024,,2234
Portugal,PRT,3/10/2024,,2404
Portugal,PRT,3/17/2024,,2463
Portugal,PRT,3/24/2024,,2387
Portugal,PRT,3/31/2024,,2182
Puerto Rico,PRI,1/5/2020,667,545
Puerto Rico,PRI,1/12/2020,636.4,585
Puerto Rico,PRI,1/19/2020,647.2,660
Puerto Rico,PRI,1/26/2020,626,619
Puerto Rico,PRI,2/2/2020,634.6,576
Puerto Rico,PRI,2/9/2020,621.2,597
Puerto Rico,PRI,2/16/2020,605.4,611
Puerto Rico,PRI,2/23/2020,592.2,603
Puerto Rico,PRI,3/1/2020,596.2,619
Puerto Rico,PRI,3/8/2020,576.4,618
Puerto Rico,PRI,3/15/2020,580.6,606
Puerto Rico,PRI,3/22/2020,572.4,616
Puerto Rico,PRI,3/29/2020,545.6,639
Puerto Rico,PRI,4/5/2020,552.2,572
Puerto Rico,PRI,4/12/2020,549,592
Puerto Rico,PRI,4/19/2020,529.4,558
Puerto Rico,PRI,4/26/2020,543,545
Puerto Rico,PRI,5/3/2020,540.4,542
Puerto Rico,PRI,5/10/2020,543.4,562
Puerto Rico,PRI,5/17/2020,557,539
Puerto Rico,PRI,5/24/2020,566,551
Puerto Rico,PRI,5/31/2020,537.4,561
Puerto Rico,PRI,6/7/2020,542.6,586
Puerto Rico,PRI,6/14/2020,570.4,560
Puerto Rico,PRI,6/21/2020,548.6,590
Puerto Rico,PRI,6/28/2020,553,543
Puerto Rico,PRI,7/5/2020,569.4,556
Puerto Rico,PRI,7/12/2020,554.2,592
Puerto Rico,PRI,7/19/2020,551.6,591
Puerto Rico,PRI,7/26/2020,537.4,603
Puerto Rico,PRI,8/2/2020,544,644
Puerto Rico,PRI,8/9/2020,539.4,649
Puerto Rico,PRI,8/16/2020,551.4,667
Puerto Rico,PRI,8/23/2020,530.4,684
Puerto Rico,PRI,8/30/2020,532.4,605
Puerto Rico,PRI,9/6/2020,556,632
Puerto Rico,PRI,9/13/2020,560.8,625
Puerto Rico,PRI,9/20/2020,566.6,612
Puerto Rico,PRI,9/27/2020,635.6,625
Puerto Rico,PRI,10/4/2020,593.4,594
Puerto Rico,PRI,10/11/2020,563.4,648
Puerto Rico,PRI,10/18/2020,576.2,613
Puerto Rico,PRI,10/25/2020,565,600
Puerto Rico,PRI,11/1/2020,547.4,611
Puerto Rico,PRI,11/8/2020,570.6,628
Puerto Rico,PRI,11/15/2020,572.6,624
Puerto Rico,PRI,11/22/2020,607,677
Puerto Rico,PRI,11/29/2020,599.4,682
Puerto Rico,PRI,12/6/2020,598.6,677
Puerto Rico,PRI,12/13/2020,605.8,679
Puerto Rico,PRI,12/20/2020,622.6,711
Puerto Rico,PRI,12/27/2020,624,689
Puerto Rico,PRI,1/3/2021,624,689
Puerto Rico,PRI,1/10/2021,671.1,713
Puerto Rico,PRI,1/17/2021,640.5,654
Puerto Rico,PRI,1/24/2021,651.3,652
Puerto Rico,PRI,1/31/2021,630.1,670
Puerto Rico,PRI,2/7/2021,638.7,621
Puerto Rico,PRI,2/14/2021,625.3,636
Puerto Rico,PRI,2/21/2021,609.5,645
Puerto Rico,PRI,2/28/2021,596.3,620
Puerto Rico,PRI,3/7/2021,600.3,627
Puerto Rico,PRI,3/14/2021,580.5,605
Puerto Rico,PRI,3/21/2021,584.7,633
Puerto Rico,PRI,3/28/2021,576.5,631
Puerto Rico,PRI,4/4/2021,549.7,596
Puerto Rico,PRI,4/11/2021,556.3,587
Puerto Rico,PRI,4/18/2021,553.1,646
Puerto Rico,PRI,4/25/2021,533.5,689
Puerto Rico,PRI,5/2/2021,547.1,622
Puerto Rico,PRI,5/9/2021,544.5,663
Puerto Rico,PRI,5/16/2021,547.5,663
Puerto Rico,PRI,5/23/2021,561.1,636
Puerto Rico,PRI,5/30/2021,570.1,622
Puerto Rico,PRI,6/6/2021,541.5,617
Puerto Rico,PRI,6/13/2021,546.7,578
Puerto Rico,PRI,6/20/2021,574.5,606
Puerto Rico,PRI,6/27/2021,552.7,625
Puerto Rico,PRI,7/4/2021,557.1,640
Puerto Rico,PRI,7/11/2021,573.5,606
Puerto Rico,PRI,7/18/2021,558.3,586
Puerto Rico,PRI,7/25/2021,555.7,588
Puerto Rico,PRI,8/1/2021,541.5,588
Puerto Rico,PRI,8/8/2021,548.1,646
Puerto Rico,PRI,8/15/2021,543.5,685
Puerto Rico,PRI,8/22/2021,555.5,687
Puerto Rico,PRI,8/29/2021,534.5,682
Puerto Rico,PRI,9/5/2021,536.5,691
Puerto Rico,PRI,9/12/2021,560.1,713
Puerto Rico,PRI,9/19/2021,564.9,671
Puerto Rico,PRI,9/26/2021,570.7,682
Puerto Rico,PRI,10/3/2021,639.7,612
Puerto Rico,PRI,10/10/2021,597.5,584
Puerto Rico,PRI,10/17/2021,567.5,640
Puerto Rico,PRI,10/24/2021,580.3,588
Puerto Rico,PRI,10/31/2021,569.1,613
Puerto Rico,PRI,11/7/2021,551.5,622
Puerto Rico,PRI,11/14/2021,574.7,617
Puerto Rico,PRI,11/21/2021,576.7,614
Puerto Rico,PRI,11/28/2021,611.1,580
Puerto Rico,PRI,12/5/2021,603.5,604
Puerto Rico,PRI,12/12/2021,602.7,627
Puerto Rico,PRI,12/19/2021,609.9,629
Puerto Rico,PRI,12/26/2021,626.7,629
Puerto Rico,PRI,1/2/2022,628.1,697
Puerto Rico,PRI,1/9/2022,675.2,825
Puerto Rico,PRI,1/16/2022,644.6,869
Puerto Rico,PRI,1/23/2022,655.4,869
Puerto Rico,PRI,1/30/2022,634.2,801
Puerto Rico,PRI,2/6/2022,642.8,667
Puerto Rico,PRI,2/13/2022,629.4,696
Puerto Rico,PRI,2/20/2022,613.6,663
Puerto Rico,PRI,2/27/2022,600.4,636
Puerto Rico,PRI,3/6/2022,604.4,634
Puerto Rico,PRI,3/13/2022,584.6,599
Puerto Rico,PRI,3/20/2022,588.8,578
Puerto Rico,PRI,3/27/2022,580.6,605
Puerto Rico,PRI,4/3/2022,553.8,636
Puerto Rico,PRI,4/10/2022,560.4,605
Puerto Rico,PRI,4/17/2022,557.2,615
Puerto Rico,PRI,4/24/2022,537.6,572
Puerto Rico,PRI,5/1/2022,551.2,643
Puerto Rico,PRI,5/8/2022,548.6,622
Puerto Rico,PRI,5/15/2022,551.6,643
Puerto Rico,PRI,5/22/2022,565.2,723
Puerto Rico,PRI,5/29/2022,574.2,613
Puerto Rico,PRI,6/5/2022,545.6,621
Puerto Rico,PRI,6/12/2022,550.8,648
Puerto Rico,PRI,6/19/2022,578.6,612
Puerto Rico,PRI,6/26/2022,556.8,659
Puerto Rico,PRI,7/3/2022,561.2,683
Puerto Rico,PRI,7/10/2022,577.6,701
Puerto Rico,PRI,7/17/2022,562.4,669
Puerto Rico,PRI,7/24/2022,559.8,658
Puerto Rico,PRI,7/31/2022,545.6,656
Puerto Rico,PRI,8/7/2022,552.2,727
Puerto Rico,PRI,8/14/2022,547.6,708
Puerto Rico,PRI,8/21/2022,559.6,609
Puerto Rico,PRI,8/28/2022,538.6,675
Puerto Rico,PRI,9/4/2022,540.6,664
Puerto Rico,PRI,9/11/2022,564.2,587
Puerto Rico,PRI,9/18/2022,569,606
Puerto Rico,PRI,9/25/2022,574.8,736
Puerto Rico,PRI,10/2/2022,643.8,674
Puerto Rico,PRI,10/9/2022,601.6,668
Puerto Rico,PRI,10/16/2022,571.6,676
Puerto Rico,PRI,10/23/2022,584.4,666
Puerto Rico,PRI,10/30/2022,573.2,687
Puerto Rico,PRI,11/6/2022,555.6,644
Puerto Rico,PRI,11/13/2022,578.8,667
Puerto Rico,PRI,11/20/2022,580.8,696
Puerto Rico,PRI,11/27/2022,615.2,747
Puerto Rico,PRI,12/4/2022,607.6,695
Puerto Rico,PRI,12/11/2022,606.8,723
Puerto Rico,PRI,12/18/2022,614,722
Puerto Rico,PRI,12/25/2022,630.8,725
Puerto Rico,PRI,1/1/2023,632.2,723
Puerto Rico,PRI,1/8/2023,679.4,698
Puerto Rico,PRI,1/15/2023,648.8,757
Puerto Rico,PRI,1/22/2023,659.6,702
Puerto Rico,PRI,1/29/2023,638.4,694
Puerto Rico,PRI,2/5/2023,647,684
Puerto Rico,PRI,2/12/2023,633.6,709
Puerto Rico,PRI,2/19/2023,617.8,722
Puerto Rico,PRI,2/26/2023,604.6,662
Puerto Rico,PRI,3/5/2023,608.6,684
Puerto Rico,PRI,3/12/2023,588.8,683
Puerto Rico,PRI,3/19/2023,593,667
Puerto Rico,PRI,3/26/2023,584.8,606
Puerto Rico,PRI,4/2/2023,558,625
Puerto Rico,PRI,4/9/2023,564.6,550
Puerto Rico,PRI,4/16/2023,561.4,645
Puerto Rico,PRI,4/23/2023,541.8,631
Puerto Rico,PRI,4/30/2023,555.4,604
Puerto Rico,PRI,5/7/2023,552.8,631
Puerto Rico,PRI,5/14/2023,555.8,651
